flight_id,airline_code,flight_type,aircraft_type,arrival_airport,departure_airport,gate_type,scheduled_arrival_time,scheduled_departure_time,planned_turnaround_minutes,actual_on_block_time,unloading_start_delay_minutes,unloading_duration_minutes,loading_duration_minutes,fueling_duration_minutes,cleaning_duration_minutes,catering_duration_minutes,security_check_duration_minutes,cargo_weight_kg,cargo_volume_cbm,number_of_uld_containers,special_cargo_flag,hazardous_goods_flag,assigned_ground_crew_count,available_ground_crew_count,average_crew_experience_years,crew_utilization_percent,airport_congestion_index,gate_occupancy_percent,equipment_availability_percent,simultaneous_flights_at_terminal,weather_condition,visibility_km,wind_speed_kmh,weather_severity_score,maintenance_required_flag,maintenance_delay_minutes,aircraft_avg_turnaround_minutes,gate_avg_turnaround_minutes,airline_avg_turnaround_minutes,actual_turnaround_minutes,actual_off_block_time,turnaround_delay_minutes
FL008188,United,International,B737,DEL,LHR,Remote,2024-03-05 10:00,2024-03-05 11:02,62,2024-03-05 10:11,3,14,16,22,22,11,10,6111,5.7,1,0,0,7,7,5.3,87.5,3,30.0,95.2,4,Clear,9.0,7.0,1.4,0,0,33.0,69.5,73.9,102,2024-03-05 11:53,40
FL008189,Vistara,Domestic,B737,BLR,MAA,Contact,2024-01-31 14:30,2024-01-31 15:17,47,2024-01-31 14:23,3,21,25,27,13,10,6,7506,7.0,1,0,0,8,8,5.2,86.1,3,30.0,99.2,9,Rain,4.0,36.6,4.6,1,37,39.2,68.0,75.6,138,2024-01-31 16:41,91
FL008190,SpiceJet,International,B737,CCU,ORD,Contact,2024-06-07 13:45,2024-06-07 14:38,53,2024-06-07 13:35,0,22,24,32,19,21,14,6652,6.5,1,0,0,6,6,10.7,86.2,8,62.9,97.2,20,Clear,15.5,20.5,0.5,0,0,33.6,41.0,76.1,108,2024-06-07 15:23,55
FL008191,Lufthansa,Domestic,A320,MAA,BOM,Contact,2024-07-02 17:00,2024-07-02 17:41,41,2024-07-02 16:57,0,21,18,32,12,10,5,9488,10.5,1,0,0,7,7,6.1,79.2,3,30.0,90.8,4,Clear,26.7,12.6,0.4,1,5,42.6,72.8,68.1,88,2024-07-02 18:25,47
FL008192,SpiceJet,International,B737,BOM,DXB,Remote,2024-07-07 12:45,2024-07-07 13:42,57,2024-07-07 13:13,1,16,21,30,17,15,15,9199,10.5,1,0,0,10,10,5.7,88.8,2,30.0,99.8,2,Cloudy,17.1,13.1,1.1,0,0,42.5,75.5,55.5,120,2024-07-07 15:13,63
FL008193,IndiGo,Domestic,A330,CCU,HYD,Contact,2024-09-22 05:30,2024-09-22 06:53,83,2024-09-22 06:15,5,27,38,37,24,19,10,15107,15.1,2,1,0,13,11,7.5,100.0,1,30.0,90.0,6,Storm,0.1,84.3,7.9,0,0,79.6,88.2,53.2,148,2024-09-22 08:43,65
FL008194,IndiGo,Domestic,A320,BLR,BOM,Remote,2024-11-24 14:00,2024-11-24 14:50,50,2024-11-24 13:50,10,20,15,25,15,12,12,8255,9.8,1,0,0,6,6,6.3,85.9,3,30.0,99.8,4,Clear,29.7,4.2,0.0,0,0,43.9,73.2,74.9,98,2024-11-24 15:28,48
FL008195,SpiceJet,International,B737,DXB,FRA,Contact,2024-12-18 14:45,2024-12-18 15:50,65,2024-12-18 15:02,1,22,29,16,14,14,8,5579,4.8,1,1,0,11,11,6.7,90.4,5,39.9,99.0,12,Cloudy,16.3,12.2,0.0,0,0,46.6,86.2,76.4,112,2024-12-18 16:54,47
FL008196,IndiGo,International,A321,DEL,DXB,Contact,2024-12-15 08:30,2024-12-15 09:40,70,2024-12-15 08:34,7,21,21,28,9,22,9,9601,11.5,1,1,0,10,10,4.6,80.4,6,43.2,98.4,11,Clear,24.2,26.5,0.1,0,0,54.6,78.4,64.7,121,2024-12-15 10:35,51
FL008197,Qatar,International,B737,SIN,FRA,Remote,2024-07-25 12:00,2024-07-25 13:06,66,2024-07-25 12:01,3,15,27,27,13,14,18,10450,12.3,2,0,0,7,4,7.7,100.0,6,44.6,96.7,14,Rain,4.3,49.8,3.2,0,0,47.2,74.4,62.9,157,2024-07-25 14:38,91
FL008198,IndiGo,International,B737,LHR,HYD,Contact,2024-09-05 18:45,2024-09-05 19:45,60,2024-09-05 18:35,0,15,24,14,7,20,17,8127,7.3,1,1,0,6,6,2.1,84.7,2,30.0,98.7,5,Rain,5.1,45.4,5.1,0,0,39.6,42.2,70.5,114,2024-09-05 20:29,54
FL008199,Emirates,International,B737,DXB,SIN,Contact,2024-03-21 10:45,2024-03-21 11:38,53,2024-03-21 10:53,1,14,23,27,21,16,13,8602,8.7,1,0,0,12,12,7.4,81.1,2,30.0,99.6,3,Clear,28.2,23.1,2.7,0,0,52.5,45.4,65.9,110,2024-03-21 12:43,57
FL008200,AI,Domestic,A350,BOM,HYD,Contact,2024-12-20 09:45,2024-12-20 11:17,92,2024-12-20 09:35,4,41,38,42,29,21,9,13315,14.5,2,1,0,14,14,6.0,93.7,8,65.0,91.6,15,Cloudy,19.4,7.7,1.0,1,28,85.4,59.8,64.4,187,2024-12-20 12:42,95
FL008201,IndiGo,International,A321,BOM,DOH,Remote,2024-08-30 10:00,2024-08-30 11:07,67,2024-08-30 10:21,1,16,27,18,22,11,12,7289,7.2,1,0,0,10,10,4.6,90.5,4,32.8,86.9,11,Clear,23.2,0.7,1.0,0,0,51.6,88.4,62.5,115,2024-08-30 12:16,48
FL008202,SpiceJet,International,B737,ORD,HYD,Contact,2024-07-05 07:45,2024-07-05 08:52,67,2024-07-05 08:23,3,16,25,32,10,16,17,14716,14.1,2,0,0,9,9,6.6,85.6,9,71.7,89.5,17,Clear,11.4,10.2,0.0,1,5,36.1,40.7,77.3,131,2024-07-05 10:34,64
FL008203,United,International,A320,ORD,BOM,Remote,2024-09-02 15:15,2024-09-02 16:14,59,2024-09-02 15:15,4,17,21,38,12,25,9,6002,5.9,1,0,0,8,8,3.5,82.8,4,30.8,89.9,11,Clear,8.9,2.9,0.0,1,5,45.2,58.6,52.3,138,2024-09-02 17:33,79
FL008204,SpiceJet,International,B787,BOM,BLR,Remote,2024-02-11 07:30,2024-02-11 09:23,113,2024-02-11 07:20,11,29,40,38,24,33,13,18247,18.7,3,0,1,14,14,10.1,93.7,2,30.0,96.7,5,Clear,24.6,24.5,0.2,0,0,80.7,70.6,56.9,168,2024-02-11 10:08,55
FL008205,Qatar,Domestic,A321,DEL,BLR,Contact,2024-01-23 08:45,2024-01-23 09:38,53,2024-01-23 08:35,7,18,20,7,12,7,8,10811,12.1,2,1,0,7,7,8.7,75.9,3,30.0,99.6,5,Cloudy,21.2,16.2,1.2,0,0,54.0,57.6,59.6,92,2024-01-23 10:07,39
FL008206,IndiGo,Domestic,B787,MAA,CCU,Remote,2024-08-09 08:45,2024-08-09 10:13,88,2024-08-09 08:46,1,21,28,35,23,14,7,12935,13.2,2,0,0,13,13,3.0,82.1,2,30.0,96.1,3,Clear,19.1,18.9,0.6,0,0,82.8,60.1,37.2,106,2024-08-09 10:32,18
FL008207,AI,International,A321,DEL,FRA,Remote,2024-08-04 07:15,2024-08-04 08:29,74,2024-08-04 07:05,4,14,23,10,22,19,8,8393,8.4,1,0,0,5,5,2.7,76.8,1,30.0,85.9,6,Cloudy,17.2,4.9,0.0,0,0,48.0,71.2,70.7,103,2024-08-04 08:48,29
FL008208,AI,International,A320,LHR,ORD,Contact,2024-03-27 09:00,2024-03-27 10:03,63,2024-03-27 09:06,1,21,20,29,20,22,9,2413,2.3,1,0,0,10,10,3.5,84.7,5,47.7,92.9,13,Storm,1.6,61.6,7.8,0,0,50.4,73.8,78.8,104,2024-03-27 10:50,41
FL008209,IndiGo,International,A320,ORD,LHR,Contact,2024-12-22 10:00,2024-12-22 10:56,56,2024-12-22 10:14,3,18,12,20,13,23,8,6222,6.9,1,0,0,10,9,3.7,96.2,3,30.0,99.4,9,Clear,20.5,18.2,0.6,1,14,46.0,36.7,70.1,91,2024-12-22 11:45,35
FL008210,IndiGo,International,A330,SIN,DXB,Contact,2024-08-28 09:45,2024-08-28 11:37,112,2024-08-28 09:47,0,32,35,34,28,28,12,12549,11.3,1,0,0,13,13,8.6,89.3,5,40.5,99.4,13,Clear,23.4,17.5,0.0,0,0,64.9,76.9,69.6,146,2024-08-28 12:13,34
FL008211,IndiGo,Domestic,A321,DEL,BLR,Contact,2024-03-27 19:30,2024-03-27 20:28,58,2024-03-27 19:35,4,18,18,22,13,12,6,6753,7.2,1,0,0,11,11,3.9,83.2,3,30.0,97.8,10,Clear,29.3,22.0,0.3,0,0,51.3,44.6,53.9,77,2024-03-27 20:52,19
FL008212,Singapore,Domestic,A320,HYD,CCU,Contact,2024-05-07 13:45,2024-05-07 14:38,53,2024-05-07 14:02,14,18,11,19,20,13,7,10145,11.9,1,0,0,8,8,5.2,86.7,5,32.0,77.0,9,Cloudy,25.3,22.8,0.8,0,0,45.7,51.2,58.5,73,2024-05-07 15:15,20
FL008213,AI,Domestic,A320,CCU,DEL,Contact,2024-11-01 06:45,2024-11-01 07:34,49,2024-11-01 06:47,2,17,17,22,6,8,9,10731,12.4,2,0,0,13,13,3.6,89.5,5,42.0,99.8,11,Clear,15.3,22.4,0.0,0,0,46.2,64.1,79.0,86,2024-11-01 08:13,37
FL008214,Vistara,International,A321,CCU,DOH,Contact,2024-12-16 06:45,2024-12-16 07:50,65,2024-12-16 07:13,8,21,23,18,19,17,11,9552,10.7,1,1,0,7,7,6.7,87.0,7,55.7,99.5,13,Storm,1.3,77.3,8.5,1,38,39.3,30.0,60.4,147,2024-12-16 09:40,82
FL008215,SpiceJet,International,A320,CCU,ORD,Contact,2024-01-31 12:00,2024-01-31 13:07,67,2024-01-31 12:19,6,24,13,23,18,15,11,6480,5.4,1,1,0,7,7,4.7,87.4,7,61.1,98.4,18,Rain,6.4,47.8,3.8,0,0,46.3,83.9,70.1,113,2024-01-31 14:12,46
FL008216,Vistara,Domestic,B737,DEL,CCU,Remote,2024-05-16 13:30,2024-05-16 14:13,43,2024-05-16 13:41,0,19,16,25,19,15,7,8282,8.7,1,1,0,10,10,4.7,88.8,7,57.5,99.8,16,Clear,17.3,10.3,0.0,0,0,47.6,70.8,87.4,105,2024-05-16 15:26,62
FL008217,Vistara,International,A320,SIN,ORD,Remote,2024-09-25 13:45,2024-09-25 14:52,67,2024-09-25 13:52,0,21,23,5,11,13,14,6282,7.3,1,0,0,7,4,1.6,100.0,1,30.0,93.1,6,Clear,9.3,26.3,0.4,0,0,48.9,61.8,92.5,108,2024-09-25 15:40,41
FL008218,IndiGo,Domestic,B737,MAA,DEL,Remote,2024-07-07 05:15,2024-07-07 06:08,53,2024-07-07 05:27,1,20,20,17,17,10,12,8396,7.4,1,0,0,6,5,2.4,100.0,9,78.4,97.3,16,Cloudy,21.2,16.2,1.8,0,0,46.3,61.7,71.0,109,2024-07-07 07:16,56
FL008219,IndiGo,Domestic,A320,CCU,DEL,Contact,2024-06-13 06:45,2024-06-13 07:28,43,2024-06-13 07:09,0,22,26,18,18,10,7,11216,10.9,1,0,0,6,3,1.1,100.0,3,30.0,95.4,6,Clear,26.8,4.4,0.3,0,0,50.3,55.6,75.0,97,2024-06-13 08:46,54
FL008220,Singapore,International,A321,CCU,BOM,Contact,2024-06-13 16:30,2024-06-13 17:38,68,2024-06-13 16:36,1,25,20,31,14,18,7,8293,8.7,1,1,0,10,7,5.9,100.0,2,30.0,96.9,4,Clear,14.6,26.7,0.0,0,0,47.6,53.0,36.2,130,2024-06-13 18:46,62
FL008221,Lufthansa,Domestic,B737,BLR,DEL,Contact,2024-02-25 16:45,2024-02-25 17:25,40,2024-02-25 17:04,2,15,21,23,18,10,5,10235,10.5,1,0,0,10,10,1.1,86.6,8,67.6,99.5,18,Rain,7.2,47.1,1.5,0,0,44.5,65.7,83.0,81,2024-02-25 18:25,41
FL008222,IndiGo,International,A320,DXB,DOH,Contact,2024-03-04 11:15,2024-03-04 12:17,62,2024-03-04 11:32,1,18,11,10,10,19,14,7808,6.9,1,1,0,10,7,4.3,100.0,2,30.0,98.9,8,Clear,16.8,22.8,0.0,0,0,40.6,76.5,62.1,98,2024-03-04 13:10,36
FL008223,AI,International,A321,ORD,DOH,Contact,2024-04-08 10:45,2024-04-08 11:51,66,2024-04-08 10:35,0,15,14,32,23,22,16,11123,12.8,2,0,0,9,8,4.5,99.9,9,73.1,98.1,22,Cloudy,23.1,17.9,0.9,0,0,51.4,63.1,67.1,113,2024-04-08 12:28,47
FL008224,Lufthansa,International,A321,BOM,DEL,Remote,2024-05-19 12:00,2024-05-19 13:11,71,2024-05-19 12:28,0,20,23,23,21,22,13,6789,7.2,1,0,0,9,6,8.8,100.0,2,30.0,96.3,3,Clear,13.4,1.3,0.3,0,0,57.2,43.7,65.5,123,2024-05-19 14:31,52
FL008225,IndiGo,Domestic,A320,CCU,DEL,Contact,2024-07-26 10:00,2024-07-26 10:47,47,2024-07-26 10:05,1,17,29,24,15,14,7,5019,5.5,1,1,0,6,4,3.5,100.0,8,70.4,98.0,20,Clear,13.1,3.9,0.4,0,0,51.5,67.6,66.4,106,2024-07-26 11:51,59
FL008226,Vistara,Domestic,B737,MAA,CCU,Remote,2024-03-20 10:30,2024-03-20 11:24,54,2024-03-20 10:21,3,20,28,30,15,7,11,10629,8.5,1,1,0,7,6,6.3,97.7,7,50.3,97.5,12,Rain,6.8,34.8,1.1,1,32,43.6,72.9,71.9,167,2024-03-20 13:08,113
FL008227,SpiceJet,International,B737,ORD,BOM,Contact,2024-02-20 14:45,2024-02-20 15:43,58,2024-02-20 15:07,2,21,10,14,16,14,9,7646,6.8,1,0,0,10,7,9.2,100.0,9,69.5,92.1,22,Cloudy,18.6,2.9,1.0,0,0,46.8,62.4,71.7,101,2024-02-20 16:48,43
FL008228,AI,International,B737,DXB,BOM,Remote,2024-06-07 20:45,2024-06-07 21:50,65,2024-06-07 20:52,0,14,27,25,18,11,14,6331,6.7,1,0,0,6,6,5.3,89.0,4,30.0,99.4,6,Clear,9.3,24.8,0.0,0,0,39.4,59.4,71.6,130,2024-06-07 23:02,65
FL008229,Emirates,International,A320,ORD,DOH,Remote,2024-10-12 18:30,2024-10-12 19:23,53,2024-10-12 18:24,0,19,12,16,12,17,5,11067,10.0,1,0,0,11,11,8.1,88.4,3,30.0,98.9,5,Storm,0.5,81.0,7.9,0,0,57.0,56.0,55.0,105,2024-10-12 20:09,52
FL008230,Vistara,Domestic,A321,BLR,HYD,Contact,2024-05-18 15:00,2024-05-18 15:50,50,2024-05-18 15:19,1,18,28,26,15,12,9,8394,6.7,1,0,0,8,8,3.7,86.1,7,60.0,99.8,18,Clear,23.9,22.6,0.2,0,0,53.3,55.3,46.4,88,2024-05-18 16:47,38
FL008231,IndiGo,Domestic,A320,MAA,BOM,Remote,2024-08-12 12:15,2024-08-12 12:58,43,2024-08-12 12:21,1,15,17,19,13,9,5,12166,13.1,2,0,0,9,7,6.0,100.0,9,76.7,94.3,18,Cloudy,17.2,17.9,1.5,0,0,47.3,49.9,65.3,97,2024-08-12 13:58,54
FL008232,SpiceJet,International,B737,BLR,MAA,Contact,2024-05-21 14:00,2024-05-21 15:03,63,2024-05-21 14:06,1,20,19,27,15,24,5,4788,4.2,1,0,0,5,2,7.8,100.0,1,30.0,99.5,1,Clear,17.2,14.7,0.0,0,0,54.4,49.1,67.1,99,2024-05-21 15:45,36
FL008233,British,International,B737,DXB,BLR,Remote,2024-02-14 07:15,2024-02-14 08:21,66,2024-02-14 07:29,1,17,24,17,18,12,12,7616,8.0,1,0,0,4,4,3.5,89.5,3,30.0,98.6,4,Cloudy,19.0,16.3,1.4,0,0,53.4,66.9,85.3,106,2024-02-14 09:15,40
FL008234,Emirates,Domestic,A321,CCU,DEL,Remote,2024-07-09 12:00,2024-07-09 12:52,52,2024-07-09 11:50,5,19,25,17,20,14,9,7322,6.9,1,0,0,8,8,7.2,83.2,5,35.9,95.7,8,Clear,18.8,15.2,0.0,0,0,50.3,79.8,53.0,112,2024-07-09 13:42,60
FL008235,AI,Domestic,B787,HYD,BLR,Contact,2024-07-09 07:00,2024-07-09 08:21,81,2024-07-09 07:14,5,29,39,43,32,18,5,17278,14.6,2,0,0,13,13,9.8,82.3,7,59.0,99.2,15,Cloudy,16.5,28.4,0.3,0,0,90.9,68.8,72.7,135,2024-07-09 09:29,54
FL008236,Vistara,International,A320,CCU,DOH,Contact,2024-07-17 06:30,2024-07-17 07:30,60,2024-07-17 06:50,8,15,22,30,15,22,8,8546,7.8,1,0,0,5,5,6.0,86.9,6,53.5,73.1,11,Cloudy,14.4,0.9,0.8,0,0,42.6,68.1,54.4,105,2024-07-17 08:35,45
FL008237,Qatar,Domestic,A330,BLR,BOM,Remote,2024-05-07 11:00,2024-05-07 12:15,75,2024-05-07 11:10,2,33,41,41,25,16,8,15327,17.5,2,0,0,9,8,6.9,93.2,6,46.2,96.5,11,Rain,5.9,22.0,3.5,0,0,73.4,42.1,58.1,163,2024-05-07 13:53,88
FL008238,British,Domestic,A320,MAA,CCU,Contact,2024-03-04 17:30,2024-03-04 18:19,49,2024-03-04 17:39,0,20,18,29,14,9,8,6085,5.1,1,0,0,7,7,5.3,83.3,6,44.4,97.4,15,Cloudy,22.8,24.6,0.0,0,0,48.0,65.1,68.8,93,2024-03-04 19:12,44
FL008239,Emirates,Domestic,B787,HYD,MAA,Contact,2024-11-20 18:45,2024-11-20 20:11,86,2024-11-20 19:15,3,24,40,33,29,10,7,15557,15.1,2,0,0,13,11,5.9,100.0,10,90.0,88.6,18,Rain,6.3,49.8,3.2,0,0,91.6,60.0,80.1,142,2024-11-20 21:37,56
FL008240,IndiGo,Domestic,A321,HYD,CCU,Contact,2024-10-27 15:45,2024-10-27 16:38,53,2024-10-27 15:35,4,10,17,16,16,11,9,8514,9.6,1,0,0,6,6,7.7,83.8,8,70.0,84.3,14,Cloudy,24.3,23.7,0.8,0,0,48.4,92.7,67.8,79,2024-10-27 16:54,26
FL008241,Qatar,International,A350,CCU,DXB,Contact,2024-03-31 15:45,2024-03-31 17:39,114,2024-03-31 16:02,1,28,37,37,32,34,10,14564,13.4,2,0,1,15,15,4.6,93.3,3,30.0,93.3,7,Clear,15.5,14.9,0.0,0,0,91.1,66.9,65.5,156,2024-03-31 18:38,42
FL008242,Qatar,Domestic,A320,CCU,DEL,Contact,2024-06-28 10:30,2024-06-28 11:19,49,2024-06-28 10:43,5,20,26,20,15,7,9,8097,8.4,1,0,0,4,4,5.3,86.7,7,57.4,95.9,17,Storm,0.9,50.3,7.0,0,0,37.8,49.5,71.1,107,2024-06-28 12:30,58
FL008243,AI,Domestic,A321,MAA,BOM,Remote,2024-02-16 07:15,2024-02-16 08:02,47,2024-02-16 07:05,3,20,23,18,20,5,6,4054,3.3,1,0,0,5,5,4.4,80.9,9,78.0,99.8,17,Clear,19.4,28.4,1.7,0,0,54.1,79.4,60.7,106,2024-02-16 08:51,59
FL008244,SpiceJet,Domestic,A321,HYD,CCU,Remote,2024-12-25 13:45,2024-12-25 14:31,46,2024-12-25 13:52,10,28,26,17,14,10,5,5971,5.2,1,0,0,9,9,9.4,84.1,4,36.1,98.7,9,Clear,22.9,11.9,0.7,0,0,49.9,48.2,58.5,117,2024-12-25 15:49,71
FL008245,IndiGo,Domestic,A330,BOM,CCU,Contact,2024-12-07 21:15,2024-12-07 22:38,83,2024-12-07 21:35,1,35,37,40,27,15,7,14191,15.8,2,0,0,15,15,4.0,81.6,4,36.2,99.9,6,Rain,3.3,46.5,4.3,0,0,81.4,43.9,63.2,136,2024-12-07 23:51,53
FL008246,Qatar,International,A330,BOM,FRA,Contact,2024-05-20 10:15,2024-05-20 11:54,99,2024-05-20 10:32,7,38,31,38,29,37,14,15263,14.1,2,0,0,14,14,8.1,82.8,5,44.0,92.5,9,Cloudy,29.8,18.2,1.1,1,83,86.8,81.2,77.9,219,2024-05-20 14:11,120
FL008247,IndiGo,Domestic,A320,MAA,BOM,Remote,2024-06-11 09:30,2024-06-11 10:15,45,2024-06-11 09:35,1,19,12,23,13,8,5,2486,2.6,1,1,0,5,5,9.8,77.8,3,30.0,89.4,10,Rain,7.9,43.4,4.2,0,0,46.2,71.3,77.6,99,2024-06-11 11:14,54
FL008248,Emirates,International,B737,FRA,BLR,Contact,2024-09-03 11:00,2024-09-03 11:57,57,2024-09-03 10:59,6,11,20,23,18,19,15,10477,10.6,1,0,0,9,9,6.2,87.0,2,30.0,99.6,2,Clear,16.0,19.1,1.1,0,0,42.7,72.8,56.5,91,2024-09-03 12:30,34
FL008249,Lufthansa,Domestic,B737,BLR,DEL,Contact,2024-04-25 15:00,2024-04-25 15:51,51,2024-04-25 15:09,1,17,24,21,13,7,7,7640,6.7,1,0,0,10,10,6.4,84.6,7,58.9,96.7,17,Clear,16.2,27.7,0.7,1,11,45.8,79.4,71.4,90,2024-04-25 16:39,39
FL008250,British,Domestic,A320,DEL,CCU,Contact,2024-01-07 15:15,2024-01-07 16:06,51,2024-01-07 15:20,7,19,18,15,17,7,5,4208,3.4,1,0,0,6,4,8.4,100.0,4,32.9,90.7,9,Clear,21.7,12.0,0.0,0,0,47.6,74.8,52.2,89,2024-01-07 16:49,38
FL008251,Lufthansa,Domestic,A320,HYD,BOM,Contact,2024-08-04 07:00,2024-08-04 07:50,50,2024-08-04 07:14,0,21,17,32,10,13,7,10404,10.5,1,0,0,6,6,1.7,85.2,2,30.0,98.5,3,Clear,9.8,14.1,0.4,1,5,41.9,82.4,72.8,88,2024-08-04 08:42,38
FL008252,United,Domestic,A330,CCU,BOM,Contact,2024-06-30 12:15,2024-06-30 13:33,78,2024-06-30 12:13,1,28,39,52,23,17,7,16128,16.6,2,0,0,14,14,7.0,82.0,8,57.5,98.0,15,Cloudy,9.9,0.9,0.0,0,0,79.0,59.4,83.5,155,2024-06-30 14:48,77
FL008253,AI,International,B737,DEL,ORD,Contact,2024-12-08 12:30,2024-12-08 13:32,62,2024-12-08 12:35,0,16,10,22,20,14,8,8355,9.3,1,0,0,4,4,8.5,91.6,9,72.6,97.0,16,Clear,27.3,10.9,0.0,0,0,47.6,65.1,57.3,88,2024-12-08 14:03,26
FL008254,Emirates,Domestic,A320,CCU,HYD,Remote,2024-04-08 08:45,2024-04-08 09:39,54,2024-04-08 09:07,1,23,14,32,18,15,11,6512,5.9,1,0,0,12,12,7.5,87.2,9,69.4,89.2,18,Cloudy,18.1,3.1,4.5,0,0,34.2,69.5,69.1,116,2024-04-08 11:03,62
FL008255,SpiceJet,International,A320,LHR,DXB,Contact,2024-10-08 15:30,2024-10-08 16:23,53,2024-10-08 15:56,1,12,18,17,13,8,12,12634,13.3,2,0,0,7,5,6.6,100.0,5,39.9,91.1,14,Clear,20.1,27.9,0.0,0,0,40.3,48.8,89.1,94,2024-10-08 17:30,41
FL008256,British,Domestic,A321,MAA,DEL,Contact,2024-06-10 10:15,2024-06-10 11:01,46,2024-06-10 10:09,7,22,31,17,16,14,5,8300,9.1,1,0,0,11,11,7.8,90.8,2,30.0,98.1,5,Fog,0.2,20.1,5.4,0,0,58.0,65.3,84.8,102,2024-06-10 11:51,56
FL008257,IndiGo,Domestic,B737,DEL,BLR,Contact,2024-10-15 09:00,2024-10-15 09:54,54,2024-10-15 08:50,4,17,22,17,17,12,5,8542,9.3,1,0,0,12,12,4.4,84.5,10,81.2,91.6,18,Storm,1.2,90.4,7.5,1,14,37.6,86.0,75.9,111,2024-10-15 10:41,57
FL008258,United,Domestic,A321,HYD,MAA,Contact,2024-07-29 16:15,2024-07-29 17:03,48,2024-07-29 16:05,0,27,21,19,6,8,10,7554,7.8,1,0,0,7,7,3.8,73.0,10,83.4,99.9,19,Clear,23.0,4.3,0.7,0,0,49.5,60.4,57.3,107,2024-07-29 17:52,59
FL008259,Emirates,International,B737,DEL,DXB,Remote,2024-05-21 12:15,2024-05-21 13:13,58,2024-05-21 12:17,5,18,25,18,14,20,12,6459,6.8,1,0,0,8,8,5.7,86.1,2,30.0,97.3,8,Rain,6.6,33.3,1.6,0,0,38.6,70.6,61.5,110,2024-05-21 14:07,52
FL008260,British,Domestic,A320,BOM,MAA,Contact,2024-06-07 10:00,2024-06-07 10:45,45,2024-06-07 10:34,0,16,12,18,8,12,6,9074,8.4,1,0,0,5,5,2.1,81.9,8,61.2,95.9,17,Clear,9.2,24.8,0.0,1,28,48.1,93.3,76.3,95,2024-06-07 12:09,50
FL008261,AI,Domestic,A321,HYD,CCU,Remote,2024-03-11 10:15,2024-03-11 11:04,49,2024-03-11 10:31,3,18,20,21,19,8,8,4911,4.2,1,0,0,9,8,7.4,96.0,4,30.7,100.0,12,Cloudy,9.6,26.1,0.0,0,0,44.2,67.2,72.5,96,2024-03-11 12:07,47
FL008262,IndiGo,Domestic,A320,HYD,DEL,Remote,2024-03-27 14:45,2024-03-27 15:32,47,2024-03-27 15:06,0,20,19,26,21,5,6,8445,8.7,1,0,0,8,6,7.1,100.0,8,70.4,95.0,16,Rain,5.1,36.8,3.8,0,0,54.1,63.8,66.8,104,2024-03-27 16:50,57
FL008263,Singapore,Domestic,A350,DEL,BOM,Contact,2024-09-12 19:15,2024-09-12 20:46,91,2024-09-12 19:23,10,39,36,43,28,20,11,11256,11.0,1,0,1,13,13,4.0,82.2,4,34.6,99.5,11,Clear,25.7,22.2,0.0,0,0,86.0,65.9,58.2,161,2024-09-12 22:04,70
FL008264,AI,International,A320,LHR,CCU,Contact,2024-06-21 12:00,2024-06-21 12:55,55,2024-06-21 12:17,8,15,25,18,16,9,13,6367,7.5,1,0,0,8,8,5.5,80.2,7,55.4,82.2,18,Cloudy,28.8,1.3,1.1,0,0,41.1,43.5,81.8,103,2024-06-21 14:00,48
FL008265,British,Domestic,B787,DEL,CCU,Contact,2024-01-13 09:00,2024-01-13 10:23,83,2024-01-13 09:00,1,32,35,33,24,19,10,14414,16.1,2,0,0,14,13,10.0,85.1,3,30.0,90.1,9,Cloudy,15.8,13.1,0.6,1,22,79.8,33.6,97.3,151,2024-01-13 11:31,68
FL008266,AI,International,A321,LHR,BLR,Remote,2024-04-03 07:00,2024-04-03 08:09,69,2024-04-03 07:10,0,24,27,16,15,20,10,7860,8.2,1,0,0,9,9,2.9,77.2,10,82.6,93.6,22,Clear,24.2,3.4,0.0,0,0,48.8,42.4,69.9,127,2024-04-03 09:17,58
FL008267,Qatar,International,B737,LHR,ORD,Remote,2024-09-07 09:30,2024-09-07 10:26,56,2024-09-07 09:46,3,18,25,15,21,19,9,8216,8.7,1,0,0,9,9,5.7,83.6,10,85.7,99.2,18,Rain,6.9,23.0,1.7,0,0,34.2,71.8,75.1,116,2024-09-07 11:42,60
FL008268,SpiceJet,Domestic,A321,BOM,MAA,Contact,2024-09-26 20:00,2024-09-26 20:45,45,2024-09-26 20:27,0,19,26,23,16,6,9,7657,7.0,1,0,0,8,8,6.1,87.2,4,34.0,97.2,8,Fog,0.5,5.0,4.6,0,0,47.4,60.0,70.6,95,2024-09-26 22:02,50
FL008269,Emirates,Domestic,B777,MAA,DEL,Remote,2024-09-12 14:30,2024-09-12 16:00,90,2024-09-12 14:45,0,40,39,41,30,19,8,12221,13.3,2,0,0,15,15,5.8,85.7,5,37.9,99.5,9,Cloudy,28.0,11.9,0.3,0,0,84.7,48.9,34.0,144,2024-09-12 17:09,54
FL008270,Qatar,International,B787,DXB,MAA,Contact,2024-06-21 14:15,2024-06-21 15:55,100,2024-06-21 14:22,7,37,37,37,30,31,13,15573,16.0,2,0,0,15,15,1.1,80.7,2,30.0,97.5,8,Rain,4.2,30.3,2.5,1,12,83.5,88.2,78.9,171,2024-06-21 17:13,71
